regno,name,status
21BIT1373,Odessa,present
21BIT5321,Michaelina,absent
21BIT9635,Eve,absent
21BIT8906,Hope,absent
21BIT4889,Mady,present
21BIT4031,Marsiella,absent
21BIT7976,Debee,absent
21BIT7167,Hettie,present
21BIT5813,Renae,absent
21BIT6862,Laurene,absent
21BIT5220,Sandie,absent
21BIT3604,Ethel,present
21BIT4996,Eugine,present
21BIT7878,Joelly,present
21BIT9906,Ayn,present
21BIT6113,Marylou,present
21BIT3805,Debee,absent
21BIT3720,Cathie,absent
21BIT4107,Ulrike,absent
21BIT2984,Blondelle,present
21BIT3858,Elfreda,present
21BIT7426,Flo,absent
21BIT3443,Fina,absent
21BIT1141,Darci,absent
21BIT8531,Carol-Jean,present
21BIT4042,Farrah,present
21BIT5958,Delilah,absent
21BIT8689,Orelia,present
21BIT9149,Rhea,present
21BIT6569,Wilma,absent
21BIT5004,Jaclyn,absent
